unified_index,length,source,clan,dswp_nn_dist,pred_codatype,pred_centroid_dist,runner_up_dist,margin
31313,3,hersh2022_pacific,SH,0.021023796041628656,3D,0.053663118913946525,0.14300976124879328,0.08934664233484675
31314,3,hersh2022_pacific,SH,0.04935833256067309,3-NOISE,0.12373803039008584,0.1230160523062538,-0.0007219780838320367
31315,3,hersh2022_pacific,SH,0.007280109889280525,3D,0.038423112585430894,0.14911358036923428,0.11069046778380338
31316,3,hersh2022_pacific,SH,0.03138470965295046,3D,0.07479695615200628,0.1355363793478436,0.06073942319583732
31317,3,hersh2022_pacific,SH,0.024698178070456937,3D,0.061300744737261194,0.14444539156986003,0.08314464683259884
31318,3,hersh2022_pacific,SH,0.051039200620699374,3D,0.10059922553118385,0.1246932492656954,0.024094023734511555
31319,3,hersh2022_pacific,SH,0.054083269131959835,3D,0.1013405237044249,0.13025962296253438,0.028919099258109482
31320,3,hersh2022_pacific,SH,0.059347164996906135,3D,0.11396760494752002,0.12990038983430155,0.01593278488678153
31321,3,hersh2022_pacific,SH,0.05558493504754683,3-NOISE,0.12070387125625416,0.11265043320850636,-0.008053438047747802
31323,3,hersh2022_pacific,SH,0.016124515496597103,3D,0.07136095348572682,0.07216131924611234,0.0008003657603855158
31325,3,hersh2022_pacific,SH,0.019026297590440437,3D,0.049346343865415615,0.14729704708209027,0.09795070321667465
31326,3,hersh2022_pacific,SH,0.009579768590628897,3D,0.032087319140201756,0.16422216210585758,0.1321348429656558
31327,3,hersh2022_pacific,SH,0.002692390434168106,3D,0.02810890968542749,0.16034180841790005,0.13223289873247257
31330,3,hersh2022_pacific,SH,0.006403124237432854,3D,0.010207009505618604,0.1446498441561102,0.13444283465049162
31331,3,hersh2022_pacific,SH,0.005195175686153468,3D,0.022517957069609514,0.12060197035074592,0.0980840132811364
31333,3,hersh2022_pacific,SH,0.0016744288578497309,3D,0.011191534729659112,0.13707704043488453,0.12588550570522541
31334,3,hersh2022_pacific,SH,0.03162277660168382,3D,0.06984212475711744,0.14142223147473668,0.07158010671761923
31335,3,hersh2022_pacific,SH,0.0076171626114977945,3D,0.03021266557390407,0.16362427664523055,0.13341161107132649
31336,3,hersh2022_pacific,SH,0.015132745950421541,3D,0.04564522204466523,0.1477968200027086,0.10215159795804338
31338,3,hersh2022_pacific,SH,0.01649242250247063,3D,0.051193288626780215,0.14998024496280676,0.09878695633602655
31339,3,hersh2022_pacific,SH,0.0011267578488743742,3D,0.011370513798038934,0.14626915345513627,0.13489863965709734
31340,3,hersh2022_pacific,SH,0.012369316876852965,3D,0.04105874847890927,0.1531805563723154,0.11212180789340612
31341,3,hersh2022_pacific,SH,0.013999999999999985,3D,0.04396133387233219,0.1499175745060271,0.10595624063369491
31342,3,hersh2022_pacific,SH,0.05299999999999999,3D,0.10158739230748394,0.1271069455711876,0.025519553263703657
31343,3,hersh2022_pacific,SH,0.0018848778475009952,3D,0.021042335089020012,0.16171698916878072,0.1406746540797607
31344,3,hersh2022_pacific,SH,0.04472135954999583,3D,0.09720045289528115,0.11737533298521131,0.020174880089930167
31345,3,hersh2022_pacific,SH,0.008246211251235315,3R,0.054820401095684486,0.08789602361675966,0.033075622521075175
31346,3,hersh2022_pacific,SH,0.049477267507411916,3D,0.09260436057306438,0.13777002754092535,0.045165666967860965
31347,3,hersh2022_pacific,SH,0.0037199778131058706,3D,0.009260950475168728,0.13391370503178285,0.12465275455661412
31348,3,hersh2022_pacific,SH,0.0012296860493638299,3D,0.022819079745354322,0.1303549983884897,0.10753591864313539
31350,3,hersh2022_pacific,SH,0.02370653918225939,3D,0.059413749474800284,0.14452062519818737,0.08510687572338708
31352,3,hersh2022_pacific,SH,0.03201562118716427,3D,0.07824550778766416,0.1316561880087992,0.05341068022113503
31353,3,hersh2022_pacific,SH,0.026419689627245835,3D,0.0688928503066584,0.13637846088510178,0.06748561057844338
31355,3,hersh2022_pacific,SH,0.013038404810405309,3D,0.02864524233832835,0.14974010146188474,0.12109485912355639
31360,3,hersh2022_pacific,SH,0.05707889277132134,3D,0.10646390939517249,0.12524149450469754,0.018777585109525055
31361,3,hersh2022_pacific,SH,0.03832753579347364,3D,0.08585806156005998,0.1293174320479821,0.04345937048792212
31362,3,hersh2022_pacific,SH,0.045398237851264706,3D,0.09708155490135169,0.11952659944272495,0.022445044541373263
31363,3,hersh2022_pacific,SH,0.0352278299076171,3D,0.08358182821033648,0.12799552177083867,0.04441369356050219
31364,3,hersh2022_pacific,SH,0.04410215414239993,3D,0.0921464234316476,0.12820401391479685,0.03605759048314926
31365,3,hersh2022_pacific,SH,0.008860099674947232,3D,0.03332391737592219,0.1620726361353619,0.12874871875943972
